RIP1	RIP2	RIP3	RIP4	RIP5	RIP6	ID	seqnames	start	end	GeneID	
10434	2.049055066	3.060742434	3.013185273	1.997206582	1.873740604	1.907669463	ref13701	chr4	116453604	116454004	Mast2
10435	2.850927923	1.958227523	1.849360471	2.210450621	2.078722341	1.326968989	ref13702	chr4	116515090	116515490	Ipp
10436	5.374808249	4.567220093	3.826350493	3.987599254	3.82045718	2.9703144	ref13703	chr4	116604806	116605206	Nasp
10437	2.305691701	1.54691311	0.589973842	0.668880716	0.197869607	-0.001356877	ref13704	chr4	116605584	116605984	Nasp
10438	9.712502968	8.895093683	8.691034287	8.480951032	8.09932521	7.781313782	ref13705	chr4	116610326	116610726	Nasp
10439	10.72850403	9.619149332	9.38783184	9.223384299	8.707499798	8.508286188	ref13706	chr4	116610867	116611573	Nasp
10440	7.568447782	6.445350876	5.949656859	5.639529892	5.17011394	4.936196768	ref13707	chr4	116611884	116612284	Nasp
10441	5.456492047	4.939938604	4.927122674	4.251169082	3.90909588	3.60218705	ref13708	chr4	116802526	116803324	Tesk2
10442	7.034216932	6.288519091	6.175846848	6.222104672	5.602699641	5.391723675	ref13709	chr4	116804313	116804713	Toe1
10443	3.794930142	3.01846263	2.174936343	1.366852179	-0.205486088	0.48406995	ref13710	chr4	116820351	116820751	Hpdl
10444	4.039447738	3.458752922	3.293772572	2.97792752	2.447647916	2.294692586	ref13711	chr4	116986874	116987654	Zswim5
10445	4.874534536	4.62823868	4.819375322	3.503457107	3.279109455	3.161426055	ref13712	chr4	117114811	117115211	Ptch2
10446	3.847261606	3.826583518	3.788753706	2.295968692	1.608501927	1.819672982	ref13713	chr4	117120370	117120770	Btbd19
10447	3.200419658	3.587245204	3.659321889	0.904948074	0.197869607	0.48406995	ref13714	chr4	117124529	117124929	Btbd19
10448	4.039447738	3.757571903	3.482217662	3.494440233	2.800319534	2.534696023	ref13715	chr4	117159901	117160301	Kif2c
10449	2.977068953	3.12192595	2.534264409	2.39619614	2.020226692	1.745194766	ref13716	chr4	117288501	117288901	Rnf220
10450	2.646728618	2.39821138	2.203791205	1.366852179	1.379476413	1.136146647	ref13717	chr4	117331950	117332350	Rnf220
10451	4.644617872	4.563549112	4.297123782	3.429693052	2.995135711	3.291424872	ref13718	chr4	117424510	117425150	Rnf220
10452	4.738651108	4.168587389	4.87425465	3.901541473	3.537285128	3.875296488	ref13719	chr4	117489470	117490171	Rnf220
10453	0.7207292	0.728359981	-0.366957436	0.958387333	1.851544858	0.735608717	ref13720	chr4	117840669	117841069	Slc6a9
10454	2.712691881	2.381628496	2.365758685	3.696663872	3.657301225	2.953873253	ref13721	chr4	117867960	117868360	Slc6a9
10455	2.408785194	2.509242692	2.053374363	1.154307543	0.906406793	0.339680041	ref13722	chr4	117873515	117873915	B4galt2
10456	4.071226447	4.144216961	3.798245155	3.361902963	2.776955541	2.419679363	ref13723	chr4	117890183	117890583	Dph2
10457	3.684203324	4.243916475	3.710486649	2.990808811	2.116442007	2.478333581	ref13724	chr4	117911691	117912091	Ipo13
10458	3.363302424	3.209095113	3.013185273	3.503457107	3.092983035	2.8687338	ref13725	chr4	117932556	117933137	St3gal3
10459	-0.378806474	-0.008605613	0.830981941	-0.575044867	-0.515826208	-0.363926956	ref13726	chr4	118004471	118004871	St3gal3
10460	0.7207292	0.438853364	1.885429725	1.059670669	0.332170698	0.656537146	ref13727	chr4	118006250	118006650	St3gal3
10461	2.428548448	1.454794908	2.488094228	1.835239102	2.000188939	2.128841846	ref13728	chr4	118095580	118095980	St3gal3
10462	1.206156027	0.561710112	1.47631706	1.480808368	1.180167605	1.495474714	ref13729	chr4	118096719	118097119	St3gal3
10463	2.368427456	2.640487225	2.145492565	2.316578972	2.307923152	1.907669463	ref13730	chr4	118133106	118133506	St3gal3
10464	5.503836576	4.849375382	4.737872537	4.763867408	4.234780297	4.123338871	ref13731	chr4	118137959	118138359	Kdm4a
10465	5.122177634	4.96241532	5.919532378	5.061198139	4.784297516	4.952839433	ref13732	chr4	118224738	118225333	Ptprf
10466	8.366347607	8.466022164	8.98839366	7.798850567	7.466711106	7.475636786	ref13733	chr4	118225754	118226154	Ptprf
10467	5.198981994	5.316597614	5.078909455	4.822686052	4.027669675	4.188028439	ref13734	chr4	118363062	118363462	Szt2
10468	4.370983161	4.302351364	5.031409031	3.765742255	3.245459065	3.072844065	ref13735	chr4	118432211	118432611	Elovl1
10469	1.568726106	1.213786809	0.189435912	1.971443486	1.851544858	1.745194766	ref13736	chr4	118529808	118530208	2610528J11Rik
10470	2.775770563	2.539457305	2.115435331	2.471648369	2.387212062	1.540213028	ref13737	chr4	118540800	118541200	Tmem125
10471	1.33740056	1.817364988	1.218005064	-0.179116191	-3.574719897	-2.323284972	ref13738	chr4	118589164	118589564	Cfap57
10472	3.817590739	4.078857229	3.384783511	0.603292374	0.906406793	0.773576567	ref13739	chr4	119062507	119063172	Gm12866
10473	9.313435386	9.331716576	9.859383916	8.04256759	7.470812264	7.496716657	ref13740	chr4	119136721	119137333	Slc2a1
10474	5.822267226	4.834220883	4.781593914	4.519102288	4.037534295	4.000645476	ref13741	chr4	119170594	119170994	Zfp691
10475	3.67595933	3.335017553	3.409765867	3.512417974	3.11178063	3.161426055	ref13742	chr4	119225579	119225979	AU022252
10476	4.734687657	4.178221449	3.769581397	3.547715026	3.359953855	3.244882286	ref13743	chr4	119226093	119226493	AU022252
10477	2.850927923	3.410524641	3.307130955	2.434415462	2.224021895	1.958001139	ref13744	chr4	119248002	119248402	P3h1
10478	4.17431994	4.706888451	3.740336577	3.041213764	2.765130106	2.333338514	ref13745	chr4	119307506	119307906	Ppih
10479	5.113046623	4.375360441	3.606275654	3.664867653	2.692066644	2.43160253	ref13746	chr4	119418731	119419299	Ppcs
10480	1.010235817	1.136824827	0.903131727	-2.501044285	-1.989757396	-1.405747132	ref13747	chr4	119467986	119468386	Rimkla
10481	1.206156027	0.877737605	0.499776033	1.552067051	1.581784589	1.706462372	ref13748	chr4	119530801	119531201	AA415398
10482	0.843585948	0.829643317	0.069141679	1.366852179	0.512742944	1.221035544	ref13749	chr4	119872752	119873152	Hivep3
10483	0.901301446	0.924280191	0.499776033	1.059670669	0.722960651	0.437527364	ref13750	chr4	120097166	120097566	Hivep3
10484	0.655140858	-0.098803422	1.160289567	0.534579624	0.77105494	0.28814974	ref13751	chr4	120132142	120132542	Hivep3
10485	1.378623223	1.213786809	0.830981941	0.791737464	-0.115288279	-0.001356877	ref13752	chr4	120268302	120268702	Foxo6
10486	1.568726106	1.912784553	1.160289567	1.009917634	0.568238057	-0.635228978	ref13753	chr4	120286825	120287225	Foxo6
10487	5.277362978	4.545052768	3.88987563	3.867025591	2.933074743	2.9703144	ref13754	chr4	120922030	120922569	Exo5
10488	3.779622889	2.974906265	3.595428272	2.81365224	2.340163489	2.556638576	ref13755	chr4	120930298	120930903	Zfp69
10489	2.850927923	1.322039699	1.812366263	1.480808368	0.817597526	1.136146647	ref13756	chr4	120931067	120931467	Zfp69
10490	6.493905046	6.164352173	6.09536439	5.915964301	5.30690394	5.542276478	ref13757	chr4	121146294	121146694	Rlf
10491	4.878132281	4.621192536	4.519994312	4.374244313	4.071538783	4.14884172	ref13758	chr4	121146749	121147149	Rlf
10492	7.171024024	6.757973488	6.762931628	6.224833174	6.05159755	5.914588877	ref13759	chr4	121147495	121147895	Rlf
10493	7.527797845	6.798358917	7.037933668	6.620489232	6.326649855	6.359709612	ref13760	chr4	121147962	121148576	Rlf
10494	5.407540955	4.864372347	5.360963018	4.613739162	4.623315811	4.387903987	ref13761	chr4	121148972	121149372	Rlf
10495	4.808192041	4.460727864	4.896518904	4.752566866	4.123405955	4.055611935	ref13762	chr4	121149476	121150246	Rlf
10496	4.985432426	5.30124965	4.851641412	4.464739999	4.123405955	4.23641077	ref13763	chr4	121150401	121150801	Rlf
10497	4.5842272	3.513054306	3.880970077	2.951814679	2.462369422	2.489783601	ref13765	chr4	123000804	123001466	Mycl
10498	2.428548448	2.204388111	1.954970659	0.958387333	0.512742944	-0.207807754	ref13766	chr4	123001917	123002317	Mycl
10499	0.655140858	0.674920722	0.674862739	-0.735509539	-0.911754884	-0.849353783	ref13767	chr4	123116714	123117114	Oxct2b
10500	1.736670744	1.958227523	2.084738534	-0.575044867	-0.636120442	-1.10089255	ref13769	chr4	123117398	123117798	Oxct2b
10501	-1.601198895	-0.29811223	-0.206492764	-4.82297238	-1.989757396	-3.171281878	ref13771	chr4	123117926	123118326	Oxct2b
10502	5.263675066	5.128152525	4.000906943	3.259176661	2.561416791	2.523598314	ref13773	chr4	123282694	123283094	Pabpc4
10503	5.362018316	5.014434629	4.502681764	3.237723551	2.692066644	2.395533276	ref13774	chr4	123290735	123291135	Pabpc4
10504	3.016778663	2.8953675	3.013185273	3.248489982	2.74118441	2.833219514	ref13775	chr4	123311757	123312928	Bmp8a
10505	3.093062248	2.929993843	3.167631542	2.253843217	1.806101887	1.40160779	ref13776	chr4	123321989	123322389	Oxct2a
10506	-0.24756194	-0.29811223	-0.753980559	-0.735509539	-1.45924268	-1.405747132	ref13778	chr4	123323190	123323590	Oxct2a
10507	5.207586563	5.425769887	5.753814081	5.56181137	5.325140496	5.17301403	ref13780	chr4	123401707	123402107	Macf1
10508	3.200419658	3.490032088	3.853918753	2.507944498	2.41774643	2.307689927	ref13781	chr4	123409100	123409500	D830031N03Rik
10509	3.973709941	4.206743532	3.853918753	3.429693052	3.193464428	3.139785224	ref13783	chr4	123409544	123409944	D830031N03Rik
10510	6.97581024	7.018127393	7.155220197	6.477952111	6.343646459	5.995132304	ref13785	chr4	123410442	123410842	D830031N03Rik
10511	4.773840536	4.876258677	4.343241248	3.961662465	3.458703104	3.336512762	ref13787	chr4	123411200	123411859	D830031N03Rik
10512	8.576359064	8.845318227	8.814560254	8.450094695	8.205409722	8.065091148	ref13789	chr4	123431988	123432388	Macf1
10513	6.484494853	6.669380903	6.863557545	6.783895457	6.644852005	6.405769231	ref13790	chr4	123433142	123433542	Macf1
10514	5.412511485	5.689309704	5.726731979	5.44029682	5.115278074	5.003643804	ref13791	chr4	123434651	123435051	Macf1
10515	5.770940646	5.702722422	6.197528333	6.061961268	5.695964768	5.679842485	ref13792	chr4	123456169	123456569	Macf1
10516	7.544874726	7.358776044	7.792617141	6.424361798	6.31554438	6.063774984	ref13793	chr4	123471557	123471957	Macf1
10517	6.928882254	7.156148978	7.484791605	6.232987854	6.197319694	5.894268893	ref13794	chr4	123472414	123472814	Macf1
10518	4.329538443	4.864372347	4.842495929	3.838805717	3.58515144	3.481204617	ref13795	chr4	123473477	123473877	Macf1
10519	7.616085684	7.297110711	8.157296183	6.625660187	6.794877449	6.608437477	ref13796	chr4	123474108	123474876	Macf1
10520	5.793978182	5.891712329	6.291254047	4.872255911	4.742692717	4.433086022	ref13797	chr4	123475646	123476046	Macf1
10521	4.401303612	5.09547685	5.12489566	4.369320434	4.318075869	4.055611935	ref13798	chr4	123526724	123527378	Macf1
10522	2.821333141	2.7085515	2.996790834	3.556405987	3.102412447	3.58093149	ref13799	chr4	123665291	123665691	Macf1
10523	1.887087586	2.08655162	1.812366263	2.022517671	1.069136293	1.449304532	ref13800	chr4	123749402	123749802	Akirin1
10524	5.924974275	5.265543078	5.12866249	5.665871966	5.167870246	5.233859585	ref13801	chr4	123935907	123936628	Rragc
10525	6.836668745	6.33124439	5.761112722	4.51018297	3.328157636	3.410671872	ref13802	chr4	124658332	124658999	Pou3f1
10526	6.714202293	6.314960978	5.989559265	4.374244313	3.34414334	3.110416372	ref13803	chr4	124659018	124659418	Pou3f1
10527	5.882616882	5.811960183	5.518559509	5.345699738	4.821884884	4.722323026	ref13804	chr4	124804802	124805202	Mtf1
10528	2.194660388	1.792490319	1.160289567	1.80638424	1.14409835	1.045948838	ref13805	chr4	124820041	124820441	Mtf1
10529	3.82506586	3.394083494	2.946459159	2.97792752	2.53380456	2.556638576	ref13806	chr4	124844135	124844925	Mtf1
10530	4.421168918	4.736533913	4.297123782	4.319134677	4.095346172	4.202018318	ref13807	chr4	124855271	124855671	Maneal
10531	4.345220065	4.149124092	4.249483296	4.364379693	3.688940543	3.984548293	ref13808	chr4	124856324	124857082	Maneal
10532	3.700551318	2.509242692	3.950721186	2.560731912	0.990064722	1.352280078	ref13809	chr4	125008425	125008825	Rspo1
10533	6.288896458	5.856143315	5.696596261	5.394985317	4.850146219	4.891573777	ref13810	chr4	125052239	125052839	Gnl2
10534	6.271219483	4.548771056	5.082798123	4.851219888	4.195668699	4.036220581	ref13811	chr4	125055048	125055448	Dnali1
10535	5.812899044	4.733269896	4.776800903	4.626176265	3.92512599	3.85330376	ref13813	chr4	125071233	125071633	Snip1
10536	5.282801985	4.28462217	4.185824659	4.224151532	3.557994025	3.336512762	ref13814	chr4	125072578	125072978	Snip1
10537	3.311025145	2.045032351	3.107822147	3.538971393	3.279109455	3.386373276	ref13815	chr4	125661119	125661674	Grik3
10538	6.256090989	6.177621201	6.523575091	7.159664753	6.949821818	6.935935197	ref13816	chr4	125708813	125709213	Grik3
10539	3.787296817	3.738163156	4.033419756	3.773217376	3.791602317	3.930956316	ref13817	chr4	125709853	125710253	Grik3
10540	1.97034309	2.493894728	2.46444296	3.003576107	2.868223599	2.671696953	ref13818	chr4	125711604	125712004	Grik3
10541	1.828788946	1.055524725	1.849360471	1.326774739	0.906406793	0.656537146	ref13819	chr4	126088358	126088758	Oscp1
10542	4.718724064	3.691834105	3.690237965	3.237723551	2.67952139	2.630911339	ref13820	chr4	126098009	126098409	Lsm10
10543	3.939682537	3.99412418	3.81704275	2.828079311	2.291528714	2.333338514	ref13821	chr4	126149488	126149888	Eva1b
10544	9.249769256	8.490152952	8.53053215	8.595011954	8.120363363	8.075339975	ref13822	chr4	126165284	126165684	Thrap3
10545	7.096540952	5.847112331	6.153834544	6.556947437	5.962498503	5.944021928	ref13823	chr4	126166863	126167263	Thrap3
10546	9.902571642	9.583568249	9.393322225	8.675502893	8.30038948	8.29336597	ref13824	chr4	126178031	126178431	Thrap3
10547	4.000365573	3.050288076	3.397328764	2.898126808	2.078722341	1.583605624	ref13825	chr4	126275194	126275693	Trappc3
10548	1.768034915	2.166168788	1.695326842	1.154307543	1.107104143	-0.135657969	ref13826	chr4	126312773	126313331	Col8a2
10549	5.824133585	5.514005638	5.071100532	4.617896787	4.285332448	3.984548293	ref13827	chr4	126316344	126316744	Adprhl2
10550	-0.683661055	0.674920722	-0.753980559	0.035008615	-0.767364975	-0.363926956	ref13828	chr4	126490592	126490992	Ago4
10551	6.773357626	6.822365669	6.358559194	5.910890339	5.378506534	5.497603106	ref13829	chr4	126560022	126560422	Clspn
10552	2.836206417	2.430816045	2.084738534	2.232310055	1.215357033	1.583605624	ref13830	chr4	126561611	126562011	Clspn
10553	3.528084122	2.446846155	2.725488813	2.095890857	1.938349685	1.819672982	ref13831	chr4	126563726	126564126	Clspn
10554	6.334129883	6.041737773	5.852780532	5.681846607	5.416801949	5.31816472	ref13832	chr4	126565931	126566561	Clspn
10555	4.006953233	3.410524641	3.680006043	3.795413122	3.695185985	3.18978461	ref13833	chr4	126572140	126572540	Clspn
10556	4.920619623	4.234712647	4.537101569	4.068811323	3.848746224	3.6941421	ref13834	chr4	126572992	126573392	Clspn
10557	4.562031454	3.308944042	3.826350493	3.089916956	2.85712589	2.383306973	ref13835	chr4	126593196	126593596	Clspn
10558	3.92584363	4.154014588	3.916267129	3.538971393	3.054636723	2.759455459	ref13836	chr4	126749925	126750546	Ncdn
10559	2.894212021	3.490032088	3.750150867	3.573632401	3.270770154	3.304451553	ref13837	chr4	126791871	126792271	AU040320
10560	0.956796558	0.969368081	0.674862739	0.306310637	0.568238057	0.615314484	ref13838	chr4	126797195	126797595	AU040320
10561	4.92758077	4.683402199	4.20735782	4.514649522	4.159989723	4.134323911	ref13839	chr4	126863799	126864391	AU040320
10562	2.240103359	1.605211751	3.320366782	3.041213764	2.53380456	2.630911339	ref13841	chr4	126923016	126923416	Zmym4
10563	6.267109238	5.876998331	6.175846848	6.265153312	6.044277305	5.972866488	ref13843	chr4	126925458	126925858	Zmym4
10564	8.31252163	7.398984045	7.131011774	6.528519029	6.13091249	5.882372539	ref13844	chr4	127025974	127026374	Sfpq
10565	6.253323228	5.51019654	5.187631415	5.198007559	4.583468996	4.680467163	ref13845	chr4	127047564	127047964	Zmym1
10566	7.313352341	6.57772243	6.890430406	6.66637386	6.227796468	6.155596976	ref13846	chr4	127048788	127049487	Zmym1
10567	5.277362978	5.105609956	5.01522154	6.054311753	5.75395503	5.574896503	ref13847	chr4	127122940	127123974	Zmym6
10568	5.419935318	4.765582445	4.914086184	5.589597466	5.131488301	5.324573149	ref13848	chr4	127195006	127195788	Dlgap3
10569	3.817590739	3.664676691	2.685131075	2.507944498	2.241197038	1.974395577	ref13849	chr4	127246990	127247390	Smim12
10570	1.061766118	1.096747387	1.378469737	0.386480985	-0.636120442	-0.001356877	ref13850	chr4	127311452	127311852	Gja4
10571	6.996646752	7.423999554	7.593725977	5.707433957	5.333172222	5.371749942	ref13851	chr4	127325427	127325827	Gjb3
10572	6.376716997	7.143295013	6.761719279	5.076384543	4.899662063	4.985559646	ref13852	chr4	127326261	127326661	Gjb3
10573	3.153688607	3.657806702	3.853918753	2.507944498	1.608501927	1.248257013	ref13853	chr4	127355328	127355728	Gjb5
10574	4.483904673	3.636998239	4.04940546	3.817272556	3.473312799	3.575568305	ref13854	chr4	128585606	128586006	Zscan20
10575	5.850012217	5.874037437	5.637015109	5.37055298	5.072738529	4.882915416	ref13855	chr4	128586076	128586690	Zscan20
10576	3.555305591	3.751131289	3.458469059	3.530174445	3.102412447	2.9703144	ref13856	chr4	128587734	128588373	Zscan20
10577	3.500339131	3.37745282	3.04542561	3.113665559	2.901013534	2.928854793	ref13857	chr4	128589652	128590052	Zscan20
10578	3.153688607	2.823517214	2.62239532	2.594880135	1.917133199	1.855518181	ref13858	chr4	128773717	128774383	Zfp362
10579	2.595198318	2.166168788	1.812366263	1.716186431	1.660496565	1.165001509	ref13859	chr4	128909675	128910669	Trim62
10580	2.428548448	1.817364988	1.378469737	1.107764957	0.906406793	1.076645635	ref13860	chr4	128910761	128911323	Trim62
10581	5.146248183	4.495822176	4.214464707	4.670883069	4.012745111	4.032310836	ref13861	chr4	129083700	129084100	Rnf19b
10582	5.814777553	4.781471318	5.486627329	5.279003291	4.850146219	4.797960726	ref13862	chr4	129181912	129182451	S100pbp
10583	7.121039413	6.356921509	5.886542487	6.204242505	5.662888433	5.338888873	ref13863	chr4	129218878	129219278	Yars
10584	3.667667956	3.101818377	3.659321889	2.739270044	1.55456312	1.764177869	ref13864	chr4	129221273	129221673	C77080
10585	3.46249578	2.9070022	3.470392226	2.611655847	1.829002289	2.254982876	ref13865	chr4	129221736	129222136	C77080
10586	4.286867826	3.558025065	4.394202663	3.530174445	3.054636723	3.13249887	ref13866	chr4	129223097	129223497	C77080
10587	2.486263946	2.823517214	2.579002724	2.376699964	1.759180839	1.646341379	ref13867	chr4	129223851	129224251	C77080
10588	1.532656852	1.958227523	1.522859646	0.035008615	-2.352327476	-1.10089255	ref13868	chr4	129293159	129293559	Sync
10589	7.780344056	7.495581386	6.768978137	6.849894896	6.572060893	6.300799672	ref13869	chr4	129353862	129354499	Zbtb8a
10590	7.480654361	6.76837566	6.879294149	6.32867845	5.850845708	5.743402227	ref13870	chr4	129360130	129360636	Zbtb8a
10591	2.428548448	1.865863505	2.313764047	1.918494606	1.634733468	1.782914432	ref13871	chr4	129427136	129427802	Zbtb8b
10592	4.013510949	3.37745282	2.685131075	2.754456448	2.224021895	1.855518181	ref13872	chr4	129432605	129433005	Zbtb8b
10593	2.21756079	2.583624888	2.802967565	2.594880135	2.134938351	2.333338514	ref13873	chr4	129474019	129474419	Bsdc1
10594	5.312355431	4.362742036	4.978121623	4.868771139	4.285332448	4.325372204	ref13874	chr4	129487112	129487512	Bsdc1
10595	4.539488885	3.711871859	3.907523496	3.758228202	3.064319276	3.434567989	ref13875	chr4	129487683	129488083	Bsdc1
10596	4.445621962	3.744661794	3.740336577	4.256512403	3.487776029	3.509605042	ref13876	chr4	129616285	129617369	Iqcc
10597	2.559792982	1.096747387	0.403560718	2.119542125	1.55456312	1.014584667	ref13877	chr4	129617685	129618085	Iqcc
10598	7.492438743	7.279875999	7.058813836	6.510742046	5.905733737	5.765944796	ref13878	chr4	129628603	129629003	Txlna
10599	5.269165825	4.306749828	4.163965225	4.851219888	4.293588236	3.914057791	ref13879	chr4	129630219	129630619	Txlna
10600	5.67492551	4.998209209	4.927122674	4.151442209	3.436507358	3.503969508	ref13880	chr4	129647606	129648006	Kpna6
10601	1.111519153	1.013089458	1.100168574	-0.068084878	0.125719821	-0.849353783	ref13881	chr4	129992015	129992415	Adgrb2
10602	1.943121621	2.185405007	2.287046709	0.904948074	-0.205486088	-0.001356877	ref13882	chr4	130018679	130019079	Adgrb2
10603	2.922363061	2.065941341	3.384783511	2.142811904	1.249708538	1.377154746	ref13883	chr4	130022154	130022554	Adgrb2
10604	2.347817176	1.454794908	1.774398413	1.516877623	0.673207616	0.48406995	ref13884	chr4	130127718	130128118	Pef1
10605	1.768034915	1.54691311	2.579002724	-0.575044867	-0.515826208	-0.969648017	ref13885	chr4	130165723	130166123	Tinagl1
10606	6.177973259	5.147898873	4.800608292	4.19104809	3.429032238	3.367876933	ref13886	chr4	130316540	130316940	Zcchc17
10607	5.015145731	5.249639192	5.191238155	5.377926225	5.296672017	4.963144442	ref13887	chr4	130668984	130669384	Pum1
10608	2.62975554	1.741416134	2.894307877	3.182652169	3.13952562	3.13249887	ref13888	chr4	130700853	130701253	Pum1
10609	2.821333141	2.963808556	2.783984462	0.603292374	1.069136293	0.982523458	ref13889	chr4	131769211	131769611	Ptpru
10610	1.671819599	1.912784553	2.145492565	1.652761051	1.735135365	1.449304532	ref13890	chr4	131847029	131847429	Mecr
10611	8.197362909	7.632406103	7.668084207	7.458088291	6.916799203	6.730490103	ref13891	chr4	131900454	131901032	Srsf4
10612	5.227466533	4.631748888	4.828668076	4.725849528	4.104760202	3.988589458	ref13893	chr4	131901224	131901624	Srsf4
10613	5.741616566	4.990027552	4.918444783	4.694697008	4.177939504	4.166785919	ref13895	chr4	131925250	131925650	Epb4.1
10614	4.493318704	2.963808556	3.627728764	3.31145394	2.811861156	2.796808874	ref13896	chr4	131925696	131926096	Epb4.1
10615	3.433447248	2.798749309	3.638336863	2.898126808	2.35601744	2.395533276	ref13897	chr4	132003597	132003997	Epb4.1
10616	5.224643254	4.61411181	4.682570835	4.527966801	4.159989723	4.137967082	ref13898	chr4	132006974	132007374	Epb4.1
10617	5.008595459	4.015778546	4.200215751	3.556405987	2.666866089	2.842180381	ref13899	chr4	132186757	132187157	Ythdf2
10618	9.040351148	8.375229566	8.601709357	8.005759152	7.555636154	7.448387895	ref13900	chr4	132204009	132204409	Ythdf2
10619	6.756841745	5.568136381	6.070121438	5.732575391	5.028906448	5.111343256	ref13901	chr4	132205176	132205576	Ythdf2
10620	3.616893389	3.039757409	3.293772572	3.301148931	2.922466643	2.886168394	ref13902	chr4	132225036	132225436	Gmeb1
10621	6.176513042	5.917825169	5.233830032	4.976309241	4.456866446	4.375612582	ref13903	chr4	132225672	132226072	Gmeb1
10622	4.826928604	3.622957301	3.769581397	3.994011243	3.637979128	3.380234139	ref13904	chr4	132226165	132226565	Gmeb1
10623	4.995405012	4.275675195	4.619721185	4.413041812	3.85990833	3.90980205	ref13905	chr4	132370635	132371035	Phactr4
10624	3.042657295	2.146672613	3.0293955	2.119542125	1.440230444	1.764177869	ref13906	chr4	132377122	132377522	Phactr4
10625	6.855041423	6.488580928	5.711742805	5.41423758	4.866841045	4.533313469	ref13907	chr4	132459157	132459887	Med18
10626	6.936666599	6.093568944	6.393420078	6.583764102	6.219154315	5.917771294	ref13908	chr4	132492293	132493032	Sesn2
10627	7.522635113	7.151877036	6.457720579	6.427918155	5.853640276	5.829281564	ref13909	chr4	132493346	132493746	Sesn2
10628	6.335439044	4.840301799	5.162128566	5.036562406	4.563125133	4.384840939	ref13910	chr4	132544480	132544880	Dnajc8
10629	1.997060428	2.798749309	3.293772572	2.275059703	1.806101887	2.254982876	ref13911	chr4	132547775	132548175	Dnajc8
10630	6.661939869	5.056830922	5.055354727	5.030337175	4.309959419	4.331748767	ref13912	chr4	132550183	132550583	Dnajc8
10631	5.143261236	4.266672389	4.11922691	3.48536665	2.704503747	2.671696953	ref13913	chr4	132551332	132551732	Dnajc8
10632	4.469667436	4.495822176	4.614358	4.013077975	3.13952562	3.3924864	ref13914	chr4	132727209	132727913	Xkr8
10633	5.689332	5.205566302	5.271797882	4.151442209	3.328157636	2.978465241	ref13915	chr4	132732940	132733570	Smpdl3b
10634	5.875434814	5.630872137	4.651488231	4.638507067	3.848746224	3.291424872	ref13916	chr4	132777850	132778250	Rpa2
10635	4.083744487	4.004991991	2.98020795	0.306310637	-2.837754303	-0.635228978	ref13917	chr4	132785085	132785979	Themis2
10636	7.235552819	6.563089582	6.836174611	6.052776971	5.043665605	4.993625048	ref13918	chr4	132827802	132828202	Ppp1r8
10637	3.029776003	3.131875611	3.252938855	2.898126808	2.27494583	2.512414576	ref13919	chr4	133011612	133012012	Ahdc1
10638	3.659328655	3.227771038	3.862992336	2.676873507	2.134938351	2.588939068	ref13920	chr4	133017661	133018061	Ahdc1
10639	5.996232958	5.786991338	5.811194769	5.479666543	4.973459815	5.031331742	ref13921	chr4	133061758	133062158	Ahdc1
10640	6.796356905	6.900105419	6.291254047	6.337529367	5.695964768	5.962630936	ref13922	chr4	133063420	133063820	Ahdc1
10641	7.883735858	7.238458787	7.675828507	7.342876766	6.887782375	6.746090201	ref13923	chr4	133064216	133064616	Ahdc1
10642	6.752928022	6.219046792	6.596108628	6.183353698	5.777691422	5.688563466	ref13924	chr4	133064632	133065032	Ahdc1
10643	6.955520025	6.788957667	7.021819629	6.552610132	6.043053645	6.106238008	ref13925	chr4	133065362	133066510	Ahdc1
10644	6.065715463	5.848621426	5.541346873	5.449657405	4.931752988	4.786400608	ref13926	chr4	133195774	133196174	Wasf2
10645	5.63295324	4.919980054	5.136166772	5.05814158	4.69050444	4.488357309	ref13927	chr4	133196435	133196835	Wasf2
10646	3.413751446	3.317687675	2.62239532	1.652761051	0.948842059	1.326968989	ref13928	chr4	133486185	133486803	Fam46b
10647	4.077499044	3.308944042	3.37212821	2.577907056	1.41017321	1.274974352	ref13929	chr4	133486915	133487651	Fam46b
10648	1.159613441	0.232402487	0.069141679	-1.122532662	-0.767364975	-0.363926956	ref13930	chr4	133492952	133493352	Trnp1
10649	3.87633453	3.246208286	3.225059822	3.565044905	3.175707957	3.154248453	ref13931	chr4	133528479	133528879	Kdf1
10650	7.084912503	6.232980374	6.159369187	5.299855614	4.639599224	4.384840939	ref13932	chr4	133534347	133534747	Nudc
10651	4.698517921	4.662962258	3.584498712	3.204933616	2.74118441	2.556638576	ref13933	chr4	133577978	133578378	Gpatch3
10652	4.22039795	3.685092528	3.346479622	3.39134674	2.868223599	2.599547168	ref13934	chr4	133579635	133580035	Gpatch3
10653	4.789208938	4.775136752	4.508475728	3.974689145	3.808984395	3.271661617	ref13935	chr4	133583530	133584241	Gpatch3
10654	4.058598839	4.815822823	3.916267129	2.769484657	2.716834549	2.534696023	ref13936	chr4	133584503	133584903	Gpn2
10655	5.473239939	4.683402199	4.565170451	2.784357933	2.387212062	1.907669463	ref13937	chr4	133600887	133601287	Sfn
10656	3.39378303	3.101818377	2.705451059	2.336898956	1.917133199	2.333338514	ref13938	chr4	133608005	133608405	Zdhhc18
10657	3.129742912	2.952624817	3.225059822	3.003576107	3.121088372	3.087990609	ref13939	chr4	133624423	133624823	Zdhhc18
