	1wt_fbs1	2ko_fbs1	3wt_ink1	4ko_ink1	5wt_fbs2	6ko_fbs2	7wt_ink2	8ko_ink2	9wt_fbs3	10ko_fbs3	11wt_ink3	12ko_ink3
1700102P08Rik	13	32	40	53	33	18	42	76	26	37	94	108
1700104L18Rik	0	1	0	0	0	2	0	0	0	0	0	0
1700105P06Rik	3	2	8	2	8	2	2	4	5	6	12	4
1700106J16Rik	0	2	0	9	1	5	1	1	3	2	12	14
1700108F19Rik	12	11	10	0	8	6	5	0	9	15	21	3
1700108J01Rik	2	7	8	7	12	11	1	8	5	10	14	9
1700109G14Rik	0	4	0	0	1	0	0	2	0	1	0	2
1700109G15Rik	0	0	0	0	1	1	0	0	0	0	0	0
1700109H08Rik	15	46	20	31	60	39	26	22	57	46	43	56
1700109I08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700109K24Rik	54	91	45	70	83	89	35	50	83	71	93	79
1700110C19Rik	5	6	2	1	6	4	5	2	4	0	0	1
1700110I01Rik	0	1	0	0	0	0	0	0	0	0	0	0
1700110I07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700110K17Rik	4	10	7	14	8	8	6	13	9	11	16	10
1700111N16Rik	0	4	0	3	0	3	0	2	0	8	2	2
1700112E06Rik	1	0	0	5	0	0	0	0	1	2	0	0
1700112H15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700112J05Rik	0	1	0	0	0	0	0	0	0	1	0	0
1700112J16Rik	1	3	3	8	7	5	5	2	5	4	6	6
1700113A16Rik	52	116	63	120	151	146	58	108	136	164	155	196
1700113B09Rik	0	1	0	1	2	0	0	0	0	0	0	2
1700113H08Rik	0	0	0	0	0	1	0	0	0	0	0	1
1700116B05Rik	0	0	0	0	0	0	0	0	0	1	0	0
1700119H24Rik	0	0	0	0	0	1	0	0	0	0	0	0
1700120C14Rik	4	2	5	1	10	2	1	5	3	2	1	4
1700120E14Rik	2	13	2	4	2	9	1	5	0	8	1	4
1700120G07Rik	0	8	2	4	3	8	2	6	1	3	4	8
1700120K04Rik	2	11	6	15	16	13	4	17	12	10	12	19
1700121L16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700121N20Rik	1	0	0	1	2	1	0	2	1	2	4	3
1700122C19Rik	0	0	0	0	1	0	0	0	0	1	0	0
1700122O11Rik	0	0	0	0	1	0	0	0	0	0	0	0
1700123I01Rik	3	7	4	1	11	5	6	0	11	14	10	0
1700123J17Rik	3	4	2	1	1	3	1	2	1	1	3	0
1700123K08Rik	0	0	0	0	0	0	0	0	1	0	1	1
1700123L14Rik	0	0	0	0	0	1	0	0	0	0	0	0
1700123M08Rik	1	8	9	15	19	5	4	15	10	5	14	23
1700123O12Rik	0	0	0	0	0	1	0	0	0	0	0	0
1700123O20Rik	133	476	139	417	727	616	137	446	515	774	260	663
1700123O21Rik	0	0	0	0	0	1	0	0	0	0	0	0
1700124L16Rik	0	5	0	3	3	8	0	3	2	8	1	5
1700125G02Rik	0	0	0	2	0	0	0	0	0	0	0	0
1700125G22Rik	1	3	2	2	4	5	3	2	4	4	3	2
1700125H03Rik	1	3	0	0	1	2	0	0	0	0	1	0
1700125H20Rik	1	3	1	0	0	9	0	0	2	7	0	4
1700126H18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700128A07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700128F08Rik	2	3	5	5	5	10	2	5	5	5	8	10
1700129C05Rik	0	0	0	0	0	0	0	1	0	0	0	0
1810006J02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810007C17Rik	0	1	0	0	0	0	0	0	0	1	0	0
1810007D17Rik	0	2	0	1	0	1	1	0	1	0	2	2
1810008I18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810009A15Rik	3	7	7	18	24	7	4	6	17	10	9	21
1810009J06Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810010D01Rik	3	5	4	6	13	0	5	6	2	4	11	7
1810010H24Rik	6	39	6	19	27	67	8	18	23	65	16	31
1810011H11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810011O10Rik	1	8	0	5	12	6	0	0	13	9	2	11
1810012K16Rik	0	1	3	1	3	2	0	1	3	0	1	1
1810013A23Rik	3	8	6	9	16	7	0	9	15	10	7	10
1810013L24Rik	788	3109	698	2969	1884	3319	659	3076	1607	3602	1303	4504
1810014B01Rik	62	65	37	72	201	85	54	61	138	86	82	99
1810018F18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810019D21Rik	20	29	11	24	16	19	7	22	20	30	13	32
1810020O05Rik	4	2	4	1	10	1	7	0	6	3	6	0
1810021B22Rik	2	2	0	2	2	4	1	2	1	4	0	5
1810022K09Rik	205	598	225	398	1798	789	232	412	1429	922	535	653
1810024B03Rik	3	4	5	2	5	2	7	5	10	6	5	7
1810026B05Rik	550	528	430	758	810	418	420	630	603	491	685	889
1810026J23Rik	402	514	303	559	1320	632	321	541	961	723	571	849
1810030O07Rik	406	763	365	722	1243	882	394	703	899	981	764	1126
1810032O08Rik	305	706	254	367	1190	821	280	395	991	933	652	585
1810034E14Rik	54	52	51	56	71	53	41	52	60	46	75	49
1810037I17Rik	160	761	176	864	892	939	192	867	656	1136	415	1549
1810041H14Rik	1	3	3	6	10	5	1	3	5	4	4	9
1810041L15Rik	9	32	9	19	47	34	6	12	38	24	12	19
1810043G02Rik	77	83	48	124	163	113	50	137	110	119	131	175
1810043H04Rik	20	116	36	118	202	176	47	110	183	232	88	184
1810044D09Rik	21	16	6	19	29	26	11	18	18	25	17	29
1810046K07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810053B23Rik	0	0	0	0	0	0	0	0	0	1	0	0
1810055G02Rik	183	590	207	553	979	886	240	562	781	926	471	1016
1810058I24Rik	264	505	204	427	945	561	221	427	679	719	419	672
1810062G17Rik	1	1	0	0	0	2	0	1	0	2	0	1
1810062O18Rik	10	8	9	11	10	11	11	11	5	9	21	20
1810063I02Rik	2	0	1	0	4	0	0	0	3	0	1	0
1810064F22Rik	3	7	1	8	10	10	4	7	5	14	7	9
1810065E05Rik	0	0	0	0	0	0	0	0	0	0	0	0
2010001A14Rik	15	10	11	15	13	18	8	24	16	19	25	21
2010001E11Rik	1	3	3	2	2	2	5	6	7	5	9	5
2010003K11Rik	0	2	0	1	2	0	0	0	1	2	1	1
2010005H15Rik	1	14	2	2	1	6	0	4	0	13	0	7
2010009K17Rik	1	10	3	10	10	9	3	6	10	9	9	11
2010010A06Rik	3	11	2	5	4	7	5	6	4	5	15	16
2010012O05Rik	54	88	34	54	149	85	28	72	127	104	77	123
2010016I18Rik	0	1	0	0	0	0	0	2	0	1	0	0
2010106C02Rik	1	12	12	16	14	9	12	12	14	5	23	14
2010106E10Rik	0	0	0	0	0	0	0	0	0	0	0	0
2010107E04Rik	262	696	199	540	1218	840	191	572	1053	982	373	831
2010107G12Rik	9	13	3	8	21	19	5	5	12	16	14	15
2010107G23Rik	43	117	46	125	137	131	48	125	137	206	92	248
2010109A12Rik	1	1	2	3	1	0	2	0	3	3	0	2
2010109I03Rik	20	17	8	15	19	27	4	7	12	10	11	17
2010111I01Rik	298	618	469	690	564	609	380	623	458	616	897	884
2010204K13Rik	82	192	80	146	463	219	84	168	380	258	174	220
2010300C02Rik	3	48	6	28	23	43	7	18	21	52	19	44
2010308F09Rik	0	0	0	1	4	0	0	0	1	1	0	3
2010310C07Rik	0	4	2	4	2	2	0	2	0	1	1	0
2010315B03Rik	97	35	70	35	101	37	54	26	99	35	119	59
2010320M18Rik	38	29	28	58	118	26	32	60	92	40	84	87
2200002D01Rik	20	44	20	29	97	55	29	29	78	61	53	51
2200002J24Rik	0	0	0	0	0	1	0	0	0	0	0	0
2210010C04Rik	0	1	0	0	1	1	0	0	0	0	0	0
2210011C24Rik	4	34	22	81	46	39	27	88	24	55	40	108
2210013O21Rik	123	214	70	129	317	238	63	135	219	288	158	233
2210015D19Rik	46	74	38	62	136	86	56	67	123	99	88	84
2210016F16Rik	85	287	95	236	382	328	129	276	299	390	201	417
2210016L21Rik	261	278	242	258	880	370	245	288	551	426	610	465
2210018M11Rik	885	1358	732	1466	2283	1823	757	1560	1698	2050	1682	2289
2210019I11Rik	0	0	0	0	0	1	0	0	0	0	0	0
2210039B01Rik	165	563	219	464	844	663	211	524	590	635	398	675
2210404E10Rik	0	0	1	0	0	0	1	0	0	3	1	2
2210404O09Rik	80	148	136	243	304	162	121	255	209	174	239	392
2210406O10Rik	4	7	6	4	8	5	3	8	5	8	9	13
2210407C18Rik	0	1	0	0	0	0	0	1	0	0	0	0
2210408F21Rik	1	1	0	2	0	3	2	3	0	1	2	6
2210408I21Rik	59	222	54	182	214	189	49	159	135	229	109	230
2210409D07Rik	0	0	0	0	0	1	0	0	0	0	0	0
2210409E12Rik	231	500	45	218	216	877	54	317	176	904	86	389
2210414B05Rik	0	0	0	0	0	0	0	0	0	0	0	0
2210416O15Rik	2	17	4	27	3	19	4	17	4	16	6	32
2210417A02Rik	1	0	1	1	1	1	0	0	0	2	0	0
2210420H20Rik	0	3	10	2	8	2	4	2	4	4	12	1
2300002M23Rik	0	8	0	1	1	4	0	0	1	13	1	0
2300003K06Rik	2	23	0	11	0	21	3	10	0	21	3	17
2300005B03Rik	0	0	0	0	0	0	0	0	0	0	0	0
2300009A05Rik	15	30	14	67	39	70	16	75	23	63	27	92
2310001H17Rik	1	10	8	2	3	10	16	10	4	2	17	9
2310001K24Rik	0	0	0	0	2	0	0	0	0	0	0	0
2310002D06Rik	0	0	1	1	0	1	0	1	1	1	1	1
2310002F09Rik	0	5	1	0	6	7	1	0	5	3	5	5
2310002L09Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310003N18Rik	0	0	0	0	0	1	0	0	0	0	0	0
2310005A03Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310005E17Rik	0	0	0	1	0	1	0	1	0	1	0	2
2310007B03Rik	0	3	0	0	1	3	0	0	2	2	0	0
2310008N11Rik	0	0	0	1	1	3	0	0	0	0	0	0
2310009A05Rik	15	12	33	28	113	28	33	20	83	25	74	65
2310009B15Rik	25	36	18	13	125	36	20	13	112	38	38	23
2310010G23Rik	6	33	29	47	64	58	20	57	51	61	49	84
2310010J17Rik	7	18	7	19	21	23	9	15	24	23	21	31
2310011J03Rik	121	185	119	156	574	235	120	186	410	277	229	281
2310015A10Rik	79	51	158	120	172	61	122	160	149	66	316	163
2310015D24Rik	1	1	0	0	0	2	0	0	1	2	2	1
2310016D03Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310020H05Rik	0	0	0	1	0	0	0	0	0	0	0	0
2310022A10Rik	444	1419	343	1195	1591	1932	405	1370	1294	2236	839	2133
2310022B05Rik	366	505	375	493	1290	629	440	548	1047	764	789	898
2310030A07Rik	3	0	3	0	1	1	5	1	1	4	7	3
2310030G06Rik	31	134	15	45	93	150	10	44	54	128	22	61
2310033P09Rik	136	302	148	312	570	419	160	341	409	487	361	562
2310034C09Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310034G01Rik	4	8	8	5	18	1	5	2	10	3	8	10
2310034O05Rik	0	0	0	0	1	0	0	0	1	0	0	0
2310035C23Rik	1085	1048	993	896	2320	1169	888	842	2091	1362	1933	1382
2310036O22Rik	524	1346	699	1331	3452	1926	873	1460	2589	2335	1808	2280
2310039H08Rik	14	24	33	35	68	27	25	32	65	36	66	68
2310039L15Rik	94	189	123	184	169	155	95	174	148	160	203	259
2310040G24Rik	13	19	18	23	53	31	20	30	40	40	34	33
2310043L19Rik	0	1	0	0	0	0	0	0	2	1	1	0
2310043O21Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310045N01Rik	186	205	277	268	783	236	292	293	584	302	579	390
2310045n01rik-mef2b	0	0	0	0	0	0	0	0	0	0	0	0
2310047M10Rik	51	63	32	72	129	81	30	91	118	94	65	184
2310050C09Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310057J18Rik	0	1	0	0	0	2	0	0	0	0	0	0
2310057M21Rik	243	502	176	500	609	640	148	550	482	709	327	793
2310057N15Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310061I04Rik	262	378	171	334	752	556	227	444	630	595	454	691
2310061N02Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310065F04Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310067B10Rik	372	988	344	753	1103	1178	440	897	879	1361	935	1357
2310068J16Rik	19	23	14	36	39	28	18	30	29	35	31	38
2310069B03Rik	3	2	1	1	6	1	0	1	1	1	6	1
2310069G16Rik	0	2	0	0	2	9	0	1	3	4	0	0
2310075C17Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310079G19Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310081J21Rik	0	0	0	0	0	0	0	0	0	0	0	0
2400006E01Rik	37	54	39	12	103	52	34	5	106	61	67	12
2410002F23Rik	707	1618	925	1512	3418	1981	1035	1661	2627	2448	1996	2714
2410003L11Rik	109	294	117	150	484	408	143	182	476	478	254	286
2410004B18Rik	147	215	123	130	750	277	128	108	531	334	276	193
2410004I01Rik	2	29	3	8	4	33	1	3	9	36	0	15
2410004P03Rik	8	24	2	17	26	30	5	10	16	40	4	17
2410006H16Rik	1247	477	315	861	1090	663	370	949	902	751	791	1420
2410012E07Rik	0	1	0	0	0	5	0	0	0	2	0	0
2410015M20Rik	103	374	140	370	711	526	171	402	563	678	393	688
2410016O06Rik	198	1331	200	1068	925	1825	238	1207	804	2203	449	1825
2410017I17Rik	66	54	156	93	153	77	183	104	107	120	421	180
2410018L13Rik	92	433	171	481	451	524	166	526	336	631	442	821
2410021H03Rik	8	21	21	23	24	15	15	18	12	13	31	26
2410089E03Rik	797	1887	1001	2003	2192	2180	824	2105	1643	2233	1778	3021
2410124H12Rik	3	10	3	3	12	9	2	1	10	10	3	1
2410127L17Rik	851	2521	1157	2417	3879	3222	1065	2534	2882	3822	2492	3750
2410131K14Rik	217	187	144	253	583	238	167	251	428	296	348	349
2410137M14Rik	27	58	102	16	133	120	99	31	107	91	197	46
2410141K09Rik	117	968	610	1367	417	965	525	1416	395	933	1018	1985
2500002B13Rik	119	207	196	140	413	345	180	180	347	388	355	281
2500004C02Rik	76	116	60	103	181	126	48	113	146	142	118	160
2510002D24Rik	60	50	78	68	189	42	93	71	132	57	184	114
2510003B16Rik	2	10	9	7	9	6	7	9	16	9	14	17
2510009E07Rik	9	38	4	15	4	49	5	20	10	51	9	26
2510039O18Rik	389	1556	415	1313	1242	1948	444	1343	984	2363	875	1954
2610001J05Rik	120	397	95	261	580	441	111	265	352	518	198	407
2610002M06Rik	70	355	65	179	239	412	55	179	202	479	130	319
2610005L07Rik	1506	1578	1056	1519	1923	1803	1005	1637	1722	1918	1964	2274
2610008E11Rik	171	280	278	695	349	243	238	672	266	260	600	1071
2610015P09Rik	302	242	212	100	839	323	265	138	559	369	657	222
2610016A17Rik	0	0	0	0	1	0	0	0	0	1	0	0
2610020C07Rik	63	118	88	96	143	111	51	92	136	125	165	140
2610020H08Rik	123	220	147	214	235	209	125	221	221	201	277	315
2610027K06Rik	29	44	50	48	22	42	25	59	14	32	97	56
2610028E06Rik	0	1	3	3	24	4	4	2	18	5	9	3
2610028H24Rik	0	4	0	0	1	3	0	0	0	2	0	1
2610035D17Rik	35	28	26	11	32	40	29	9	35	58	49	29
2610035F20Rik	8	88	68	144	71	163	105	155	71	198	176	212
2610037D02Rik	80	290	99	505	165	284	75	511	127	280	157	588
2610042L04Rik	40	35	54	32	67	39	44	28	48	39	90	54
2610044O15Rik8	192	270	284	427	630	261	287	383	453	270	559	524
2610100L16Rik	0	2	0	5	2	5	0	5	0	0	1	7
2610203C22Rik	7	14	5	15	1	13	6	8	4	8	17	15
2610206C17Rik	1	12	5	4	13	9	7	7	15	14	7	13
2610301B20Rik	165	251	123	248	420	301	133	277	330	427	227	457
2610305D13Rik	615	2955	1320	3846	3744	3360	1350	3881	2621	4006	2510	6393
2610306M01Rik	9	3	14	10	23	11	6	15	16	9	14	13
2610307P16Rik	48	187	152	563	153	196	96	495	155	191	221	735
2610316D01Rik	0	1	0	1	0	0	0	0	0	0	0	0
2610318N02Rik	284	455	354	866	901	616	412	1019	805	747	777	1404
2610507B11Rik	4333	7160	4223	7472	14843	9786	4611	8045	11691	10492	9428	12130
2610507I01Rik	86	175	100	192	179	154	119	177	156	151	227	244
2610524H06Rik	85	185	109	239	218	231	107	244	190	271	217	407
2610528A11Rik	0	2	0	3	0	2	0	2	0	4	0	1
2610528J11Rik	8	3	5	7	52	13	7	9	31	15	10	8
2700029M09Rik	386	665	420	544	2135	883	475	585	1511	977	925	946
2700038G22Rik	100	310	159	268	657	318	102	287	561	315	328	392
2700046A07Rik	0	14	0	1	1	7	0	1	0	13	0	1
2700046G09Rik	6	12	17	17	12	11	16	26	12	12	28	21
2700049A03Rik	543	869	762	840	2085	984	602	878	1699	976	1396	1252
2700054A10Rik	23	78	86	81	104	67	74	66	96	52	178	92
2700060E02Rik	926	2125	717	1537	4313	2654	897	1691	3248	3151	1717	2693
2700062C07Rik	150	411	100	325	646	491	127	358	494	564	260	557
2700069I18Rik	0	0	0	1	0	0	0	0	0	0	0	0
2700070H01Rik	8	9	9	5	9	15	9	11	12	9	10	6
2700081O15Rik	289	677	451	878	1303	836	569	1049	1117	960	1210	1520
2700089I24Rik	1	0	0	0	0	0	0	0	1	0	1	0
2700094K13Rik	887	1186	613	1181	3624	1717	774	1230	2855	2089	1529	2029
2700097O09Rik	144	244	149	212	637	292	143	222	470	324	317	340
2700099C18Rik	313	348	270	323	433	425	277	339	357	513	615	532
2810001G20Rik	21	63	22	65	87	74	18	55	54	99	50	82
2810002D19Rik	23	78	40	66	117	85	23	55	102	87	54	108
2810004N23Rik	777	1302	749	1111	3865	1696	861	1351	2914	2125	2009	2190
2810006K23Rik	106	167	128	177	475	240	129	214	339	222	334	340
2810013P06Rik	141	27	148	47	214	47	118	49	215	36	332	72
2810021J22Rik	105	224	121	316	436	251	132	318	328	320	306	510
2810025M15Rik	429	682	250	337	2097	1021	247	341	1636	1200	586	655
2810029C07Rik	9	5	7	5	17	15	9	15	24	14	17	19
2810032G03Rik	0	8	0	3	0	10	1	3	1	5	2	6
2810047C21Rik1	15	21	14	18	49	23	14	11	26	24	17	21
2810049E08Rik	0	0	0	0	0	0	0	0	0	0	0	0
2810403A07Rik	1512	2050	1506	2070	3448	2122	1456	2102	3094	2487	3367	3121
2810403D21Rik	4	13	9	8	38	16	3	4	26	27	30	16
2810404M03Rik	0	0	0	0	0	0	0	0	0	0	0	0
2810405F15Rik	0	0	0	0	0	1	0	0	0	1	0	0
2810408A11Rik	40	53	68	123	130	75	63	171	108	83	120	244
2810408I11Rik	44	79	37	30	249	102	48	59	169	116	61	110
2810410L24Rik	11	44	20	85	35	67	16	96	28	50	41	115
2810417H13Rik	823	855	419	399	5404	1108	421	356	4145	1470	1055	884
2810428I15Rik	151	243	150	195	827	344	204	265	647	418	378	349
2810429I04Rik	34	108	54	86	157	166	55	121	122	164	105	174
2810433D01Rik	0	3	1	1	2	7	2	4	3	7	3	6
2810442N19Rik	0	0	0	0	0	0	0	0	2	0	0	0
2810454H06Rik	16	11	10	10	33	10	14	20	29	26	28	34
2810459M11Rik	11	12	4	14	48	11	5	12	30	10	6	25
2810468N07Rik	5	22	3	29	17	27	10	26	8	20	16	29
2810471M01Rik	0	1	0	0	0	0	0	0	0	0	0	0
2810474O19Rik	3046	8348	2753	6071	8643	8843	2510	6020	6503	10534	6206	8924
2900005J15Rik	2	4	0	6	3	3	0	5	0	7	7	8
2900008C10Rik	8	27	13	34	15	33	9	26	11	47	30	26
2900009J06Rik	0	0	0	0	0	1	0	4	3	1	1	3
2900011O08Rik	109	268	178	423	438	454	201	576	372	444	456	977
2900026A02Rik	150	395	204	418	644	521	243	465	566	640	477	701
2900041M22Rik	12	2	10	8	25	15	29	22	21	20	50	28
2900052N01Rik	0	0	0	0	0	0	0	0	1	0	0	1
2900055J20Rik	0	8	2	2	1	1	0	1	2	4	0	4
2900057B20Rik	13	11	7	10	25	13	6	5	28	12	18	1
2900060B14Rik	8	9	11	8	28	16	6	3	12	9	9	17
2900076A07Rik	42	22	34	38	55	43	34	61	48	37	55	69
2900079G21Rik	0	0	0	1	0	0	0	0	0	0	0	0
2900092C05Rik	0	8	0	2	0	4	0	0	0	3	0	7
2900092D14Rik	0	4	0	1	2	2	0	3	1	3	1	2
2900097C17Rik	2956	2726	3617	4874	9617	3361	3729	4741	7513	3693	6884	7251
3000002C10Rik	29	67	61	58	126	56	45	52	97	64	101	84
3010001F23Rik	3	17	4	23	6	15	2	14	8	19	8	29
3010026O09Rik	137	144	106	144	231	211	137	182	165	221	262	297
3100003L05Rik	1	0	0	0	0	2	0	0	0	1	0	0
3110001I22Rik	79	277	116	254	365	314	109	301	295	298	221	446
3110002H16Rik	860	798	530	513	1699	1016	508	505	1131	1018	1345	687
3110009E18Rik	17	50	40	36	136	52	23	33	103	48	53	44
3110009F21Rik	0	0	0	0	1	0	0	0	0	0	0	0
3110015C05Rik	0	0	0	0	0	0	0	0	0	0	0	0
3110021A11Rik	13	9	8	8	12	10	14	16	19	11	16	16
3110021N24Rik	30	134	31	92	80	172	32	122	83	169	97	166
3110035E14Rik	1	4	0	2	2	1	0	0	0	0	0	3
3110039I08Rik	24	30	183	43	46	24	167	36	55	27	361	98
3110039M20Rik	0	0	0	0	0	0	0	0	0	0	0	0
3110040N11Rik	31	80	29	71	209	109	44	61	164	140	96	118
3110043O21Rik	197	341	153	406	507	380	162	409	379	441	299	620
3110045C21Rik	2	9	0	2	23	13	0	4	15	26	5	12
3110052M02Rik	17	35	26	33	53	41	22	49	27	39	45	54
3110056K07Rik	59	89	56	91	137	82	62	86	136	88	111	109
3110057O12Rik	44	50	25	42	75	71	32	68	57	65	63	67
3110062M04Rik	20	49	21	39	59	59	19	32	53	69	34	62
3110070M22Rik	2	55	2	80	2	65	4	85	2	64	1	150
3110079O15Rik	0	6	0	3	2	5	0	1	2	5	0	1
3110082I17Rik	152	669	182	390	1140	971	213	466	936	1133	464	930
3110082J24Rik	0	2	0	1	4	3	0	0	1	1	1	6
3110099E03Rik	0	0	0	0	0	0	0	0	0	0	0	0
3200001D21Rik	16	15	13	23	34	10	9	12	20	11	30	25
3300002I08Rik	4	25	9	24	23	18	9	26	12	20	13	44
3300002P13Rik	1	3	0	6	12	3	3	6	18	10	8	12
3300005D01Rik	0	3	0	6	0	4	0	3	0	3	0	5
3425401B19Rik	1	11	2	1	9	9	1	2	7	17	2	1
3632451O06Rik	50	306	132	446	146	454	110	457	131	492	238	805
3632454L22Rik	2	5	7	7	5	6	3	6	3	6	10	9
3830403N18Rik	0	9	0	2	1	6	0	0	0	11	0	0
3830406C13Rik	31	201	32	57	156	206	26	57	116	215	60	117
3830408C21Rik	21	40	13	20	37	36	8	22	29	40	29	24
3830417A13Rik	1	155	0	3	0	126	0	5	5	129	0	5
3830432H09Rik	8	21	9	8	22	17	6	10	30	11	26	15
3930402G23Rik	1	4	8	5	5	1	3	3	5	6	11	12
4430402I18Rik	1	1	4	3	6	0	0	2	6	7	2	1
4631405J19Rik	11	14	18	26	5	11	9	17	17	7	25	24
4632404H12Rik	130	29	111	80	123	39	139	102	127	23	222	117
4632415L05Rik	294	284	208	487	408	255	256	490	333	265	458	727
4632427E13Rik	14	64	34	55	26	36	23	60	29	53	30	112
4632428C04Rik	5	2	10	3	9	2	14	6	8	6	23	3
4632428N05Rik	16	93	2	19	33	79	2	21	28	112	4	27
4732416N19Rik	1	1	1	1	1	0	2	1	1	1	3	2
4732456N10Rik	0	0	0	0	1	0	1	1	2	0	0	0
4732471J01Rik	54	71	82	113	108	83	49	125	87	66	165	148
4732490B19Rik	1	1	0	0	0	1	1	0	1	1	1	0
4732491K20Rik	9	6	4	8	17	9	9	6	9	7	16	16
4831407H17Rik	2	0	2	0	0	0	0	1	0	2	2	1
4831440E17Rik	59	51	56	34	78	57	46	34	61	51	100	48
4833411C07Rik	0	0	0	0	0	3	0	1	1	0	0	0
4833412C05Rik	0	2	2	3	3	3	1	2	2	7	2	3
4833415N18Rik	1	2	0	1	2	0	0	0	0	2	3	1
4833417C18Rik	29	75	35	56	174	101	21	65	121	74	42	67
4833418N02Rik	0	0	1	7	0	4	0	7	1	2	1	13
4833419F23Rik	0	1	0	0	0	6	0	0	0	5	0	0
4833420G17Rik	524	762	536	873	1230	911	523	935	867	977	1118	1445
4833422C13Rik	1	7	3	7	4	7	5	3	0	3	6	11
4833422M21Rik	2	14	3	23	11	20	2	10	14	13	10	31
4833423E24Rik	0	0	0	0	0	0	0	0	0	1	0	0
4833427F10Rik	0	3	1	1	2	2	0	0	0	0	2	0
4833427G06Rik	1	3	0	0	2	5	0	2	3	6	0	1
4833428L15Rik	0	0	0	3	0	2	3	2	3	1	1	2
4833439L19Rik	801	2115	653	1590	3646	2724	657	1664	2685	3178	1484	2683
4921501E09Rik	0	0	0	0	0	0	0	0	0	0	0	0
4921504A21Rik	7	15	4	5	4	21	3	18	1	19	11	20
4921504E06Rik	0	0	0	0	0	0	0	0	0	0	0	0
4921506M07Rik	0	2	0	2	0	1	1	1	3	2	0	2
4921507L20Rik	29	45	29	56	41	32	30	40	36	24	52	49
4921507P07Rik	20	21	43	12	76	20	44	14	65	25	109	31
4921508D12Rik	0	0	0	0	0	0	0	0	0	0	0	0
4921509C19Rik	0	0	0	0	1	1	0	0	0	1	1	0
4921509O07Rik	0	1	0	1	0	1	1	1	0	0	0	2
4921511C10Rik	16	15	18	37	20	25	8	23	18	21	29	46
4921511C20Rik	0	0	0	0	0	2	1	0	0	0	0	0
4921511H03Rik	0	4	1	3	2	2	0	5	0	1	0	3
4921511I17Rik	4	6	6	8	5	4	9	5	7	2	22	11
4921511M17Rik	0	0	0	0	0	0	0	0	0	0	0	0
4921513I03Rik	0	1	1	3	2	2	0	2	0	0	0	3
4921515E04Rik	1	4	0	3	2	0	1	2	1	0	3	4
4921517D22Rik	0	3	2	0	3	2	3	1	5	0	7	4
4921518K17Rik	3	1	0	0	0	2	0	0	0	5	1	2
4921524J17Rik	177	406	137	278	744	457	146	299	540	582	336	541
4921524L21Rik	0	0	0	0	0	1	0	0	0	0	0	0
4921525O09Rik	0	6	0	1	0	5	0	1	0	7	0	2
4921529L05Rik	0	0	0	0	0	0	0	0	0	0	0	1
4921530L21Rik	0	1	0	0	0	0	0	0	0	0	0	0
4921531C22Rik	13	11	23	21	24	17	14	17	19	12	23	30
4921531P14Rik	0	0	0	0	0	0	0	0	0	0	0	0
4921533I20Rik	0	0	0	0	0	0	0	0	0	0	0	0
4921534H16Rik	7	13	5	24	7	15	3	12	6	10	7	13
4921536K21Rik	33	9	16	3	43	15	12	6	31	16	19	15
4921539E11Rik	0	0	0	0	1	1	1	0	1	5	0	0
4922502D21Rik	0	0	0	0	0	0	0	0	0	0	0	0
4922502H24Rik	0	0	0	0	0	0	0	0	0	0	0	0
4922502N22Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930401C15Rik	0	3	0	0	0	0	0	0	0	0	0	0
4930401O10Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930401O12Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930402F06Rik	0	0	0	0	0	0	0	0	0	1	0	0
4930402F11Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930402H24Rik	164	362	151	586	225	382	138	619	171	428	323	859
4930402K13Rik	0	24	0	1	1	17	0	0	0	11	0	2
4930404A05Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930404H11Rik	0	0	0	0	1	0	1	0	1	0	1	0
4930404I05Rik	12	17	26	28	41	17	14	20	43	16	16	11
4930404N11Rik	55	79	49	105	142	116	35	127	95	97	76	168
