"seqnames" "start" "end" "RIP4" "RIP5" "RIP6" "RIP1" "RIP2" "RIP3" "GeneID"
"11260" "chr2" 66483317 66483717 56 77 58 53 43 38 "Scn9a"
"11261" "chr2" 66483317 66483717 56 77 58 53 43 38 "Scn7a"
"11262" "chr2" 66893582 66894724 77 91 120 117 69 83 "Stk39"
"11263" "chr2" 67007248 67007648 7730 7686 9710 8789 3085 5911 "Stk39"
"11264" "chr2" 67184489 67184889 280 263 291 206 261 110 "Gm1322"
"11265" "chr2" 67184489 67184889 280 263 291 206 261 110 "Stk39"
"11266" "chr2" 67249229 67249629 5 1 4 3 0 9 "Stk39"
"11267" "chr2" 67268508 67268908 607 532 789 1390 1507 1081 "Stk39"
"11268" "chr2" 67305719 67306119 58 53 93 45 56 35 "Stk39"
"11269" "chr2" 67319893 67320542 35 62 55 46 34 25 "Stk39"
"11270" "chr2" 67320614 67321224 59 61 76 72 30 45 "Stk39"
"11271" "chr2" 67321301 67321701 92 62 88 85 41 57 "Stk39"
"11272" "chr2" 67321979 67322818 76 73 105 61 46 68 "Stk39"
"11273" "chr2" 67395948 67396348 107 82 95 51 62 39 "Stk39"
"11274" "chr2" 67400765 67401165 10 10 9 0 1 1 "Stk39"
"11275" "chr2" 67401223 67401889 9 16 12 0 4 2 "Stk39"
"11276" "chr2" 67401945 67402345 80 73 122 55 13 30 "Stk39"
"11277" "chr2" 67402504 67402904 24 19 44 17 11 12 "Stk39"
"11278" "chr2" 67508800 67509599 69 113 79 36 67 20 "Xirp2"
"11279" "chr2" 67508800 67509599 69 113 79 36 67 20 "Stk39"
"11280" "chr2" 67525186 67525586 82 84 91 38 29 19 "Xirp2"
"11281" "chr2" 67525186 67525586 82 84 91 38 29 19 "Stk39"
"11282" "chr2" 67525973 67526373 69 38 53 22 15 12 "Xirp2"
"11283" "chr2" 67525973 67526373 69 38 53 22 15 12 "Stk39"
"11284" "chr2" 68118013 68118666 157 183 180 154 125 109 "B3galt1"
"11285" "chr2" 68118013 68118666 157 183 180 154 125 109 "Stk39"
"11286" "chr2" 68118748 68119148 23 44 33 32 42 28 "B3galt1"
"11287" "chr2" 68118748 68119148 23 44 33 32 42 28 "Stk39"
"11288" "chr2" 68700336 68700736 15 14 18 21 2 15 "4932414N04Rik"
"11289" "chr2" 68700336 68700736 15 14 18 21 2 15 "Spc25"
"11290" "chr2" 68700738 68701635 21 20 25 12 5 23 "4932414N04Rik"
"11291" "chr2" 68700738 68701635 21 20 25 12 5 23 "Spc25"
"11292" "chr2" 68771542 68772133 4 8 14 7 18 5 "Spc25"
"11293" "chr2" 68939393 68940511 314 354 452 457 270 409 "Cers6"
"11294" "chr2" 68939393 68940511 314 354 452 457 270 409 "Spc25"
"11295" "chr2" 68940537 68940937 68 60 79 62 27 68 "Cers6"
"11296" "chr2" 68940537 68940937 68 60 79 62 27 68 "Spc25"
"11297" "chr2" 68940995 68941638 86 128 141 122 63 126 "Cers6"
"11298" "chr2" 68940995 68941638 86 128 141 122 63 126 "Spc25"
"11299" "chr2" 68943171 68943571 150 123 143 126 162 110 "Cers6"
"11300" "chr2" 68943171 68943571 150 123 143 126 162 110 "Spc25"
"11301" "chr2" 68987877 68988277 32 31 23 24 28 44 "Cers6"
"11302" "chr2" 68987877 68988277 32 31 23 24 28 44 "Spc25"
"11303" "chr2" 69466713 69467113 371 412 479 403 513 423 "Lrp2"
"11304" "chr2" 69466713 69467113 371 412 479 403 513 423 "Fastkd1"
"11305" "chr2" 69482619 69483696 2594 3001 3129 2401 2969 3104 "Lrp2"
"11306" "chr2" 69482619 69483696 2594 3001 3129 2401 2969 3104 "Fastkd1"
"11307" "chr2" 69670620 69671101 60 36 67 36 46 12 "Klhl41"
"11308" "chr2" 69670620 69671101 60 36 67 36 46 12 "Fastkd1"
"11309" "chr2" 69686871 69687271 39 37 36 64 86 20 "Fastkd1"
"11310" "chr2" 69686871 69687271 39 37 36 64 86 20 "Ccdc173"
"11311" "chr2" 69702458 69702858 76 77 74 62 78 46 "Fastkd1"
"11312" "chr2" 69702458 69702858 76 77 74 62 78 46 "Ccdc173"
"11313" "chr2" 69748794 69749194 396 314 391 983 575 409 "Ppig"
"11314" "chr2" 69748794 69749194 396 314 391 983 575 409 "Ccdc173"
"11315" "chr2" 69749586 69749986 7796 7044 8502 17611 7888 7383 "Ppig"
"11316" "chr2" 69749586 69749986 7796 7044 8502 17611 7888 7383 "Ccdc173"
"11317" "chr2" 69758245 69758645 30 12 18 43 20 16 "Ccdc173"
"11318" "chr2" 69758245 69758645 30 12 18 43 20 16 "Mettl5"
"11319" "chr2" 69795446 69796180 113 119 137 275 183 144 "Phospho2"
"11320" "chr2" 69795446 69796180 113 119 137 275 183 144 "Mettl5"
"11321" "chr2" 69885984 69886614 52 40 50 66 37 40 "Gad1os"
"11322" "chr2" 69887848 69888248 28 15 21 31 37 18 "Gad1os"
"11323" "chr2" 69973285 69973685 598 575 740 535 399 451 "Ubr3"
"11324" "chr2" 69973285 69973685 598 575 740 535 399 451 "Gad1os"
"11325" "chr2" 70476978 70477378 11 3 1 39 44 21 "Sp5"
"11326" "chr2" 70476978 70477378 11 3 1 39 44 21 "Gad1os"
"11327" "chr2" 70704333 70704733 48 32 55 40 138 91 "Tlk1"
"11328" "chr2" 70704826 70705408 112 111 155 176 240 228 "Tlk1"
"11329" "chr2" 70713546 70713946 1588 1514 1933 2611 2283 1455 "Tlk1"
"11330" "chr2" 70713546 70713946 1588 1514 1933 2611 2283 1455 "Mettl8"
"11331" "chr2" 70965268 70965668 104 79 69 160 154 76 "Mettl8"
"11332" "chr2" 70965268 70965668 104 79 69 160 154 76 "Slc25a12"
"11333" "chr2" 70973954 70974354 3 7 2 12 6 10 "Mettl8"
"11334" "chr2" 70973954 70974354 3 7 2 12 6 10 "Slc25a12"
"11335" "chr2" 71090069 71090469 176 174 187 257 253 210 "Dcaf17"
"11336" "chr2" 71090069 71090469 176 174 187 257 253 210 "Slc25a12"
"11337" "chr2" 71216448 71217049 76 85 126 158 272 113 "Dync1i2"
"11338" "chr2" 71216448 71217049 76 85 126 158 272 113 "Slc25a12"
"11339" "chr2" 71468931 71469635 12 15 12 16 27 20 "Dlx1"
"11340" "chr2" 71468931 71469635 12 15 12 16 27 20 "Metap1d"
"11341" "chr2" 71468931 71469635 12 15 12 16 27 20 "Dlx1as"
"11342" "chr2" 71520300 71520700 226 214 301 123 204 145 "Dlx1"
"11343" "chr2" 71520300 71520700 226 214 301 123 204 145 "Metap1d"
"11344" "chr2" 71520300 71520700 226 214 301 123 204 145 "Dlx1as"
"11345" "chr2" 71750424 71750824 20 18 30 42 15 7 "Itga6"
"11346" "chr2" 71750424 71750824 20 18 30 42 15 7 "6430710C18Rik"
"11347" "chr2" 71759455 71759855 15 14 25 15 10 8 "Itga6"
"11348" "chr2" 71759455 71759855 15 14 25 15 10 8 "6430710C18Rik"
"11349" "chr2" 71855965 71856365 1094 1121 1251 773 813 623 "Itga6"
"11350" "chr2" 71855965 71856365 1094 1121 1251 773 813 623 "Mir5098"
"11351" "chr2" 71855965 71856365 1094 1121 1251 773 813 623 "6430710C18Rik"
"11352" "chr2" 71856441 71856841 908 1010 1283 521 493 486 "Itga6"
"11353" "chr2" 71856441 71856841 908 1010 1283 521 493 486 "Mir5098"
"11354" "chr2" 71856441 71856841 908 1010 1283 521 493 486 "6430710C18Rik"
"11355" "chr2" 71856871 71857519 1941 2082 2390 1055 1457 1174 "Itga6"
"11356" "chr2" 71856871 71857519 1941 2082 2390 1055 1457 1174 "Mir5098"
"11357" "chr2" 71856871 71857519 1941 2082 2390 1055 1457 1174 "6430710C18Rik"
"11358" "chr2" 71868645 71869045 21 32 33 27 3 24 "Mir5098"
"11359" "chr2" 71868645 71869045 21 32 33 27 3 24 "6430710C18Rik"
"11360" "chr2" 71900359 71901131 2705 2528 3400 1417 1313 691 "Pdk1"
"11361" "chr2" 71900359 71901131 2705 2528 3400 1417 1313 691 "6430710C18Rik"
"11362" "chr2" 72256141 72256655 52 41 47 35 49 27 "Rapgef4"
"11363" "chr2" 72256141 72256655 52 41 47 35 49 27 "6430710C18Rik"
"11364" "chr2" 72441628 72442028 104 77 104 381 227 142 "Zak"
"11365" "chr2" 72441628 72442028 104 77 104 381 227 142 "6430710C18Rik"
"11366" "chr2" 72938084 72938484 202 172 233 292 271 182 "Sp3"
"11367" "chr2" 72938084 72938484 202 172 233 292 271 182 "Ola1"
"11368" "chr2" 72940464 72940864 195 176 223 211 208 135 "Sp3"
"11369" "chr2" 72940464 72940864 195 176 223 211 208 135 "Ola1"
"11370" "chr2" 72946537 72946937 322 336 363 372 183 257 "Sp3"
"11371" "chr2" 72946537 72946937 322 336 363 372 183 257 "Ola1"
"11372" "chr2" 72970075 72970475 1292 1265 1491 1991 1271 1339 "Sp3"
"11373" "chr2" 72970075 72970475 1292 1265 1491 1991 1271 1339 "Ola1"
"11374" "chr2" 72970730 72971130 832 779 940 1302 1173 917 "Sp3"
"11375" "chr2" 72970730 72971130 832 779 940 1302 1173 917 "Ola1"
"11376" "chr2" 72980370 72980770 73 64 109 71 114 87 "Sp3os"
"11377" "chr2" 72980370 72980770 73 64 109 71 114 87 "Sp3"
"11378" "chr2" 72980370 72980770 73 64 109 71 114 87 "Ola1"
"11379" "chr2" 73274362 73274762 5 6 3 27 28 18 "Sp9"
"11380" "chr2" 73274362 73274762 5 6 3 27 28 18 "Cir1"
"11381" "chr2" 73284268 73285241 1020 847 996 1565 938 562 "Gpr155"
"11382" "chr2" 73284268 73285241 1020 847 996 1565 938 562 "Cir1"
"11383" "chr2" 73319398 73319798 43 48 33 158 99 61 "Scrn3"
"11384" "chr2" 73319398 73319798 43 48 33 158 99 61 "Gpr155"
"11385" "chr2" 73700969 73701539 115 135 212 86 54 154 "Chn1"
"11386" "chr2" 73700969 73701539 115 135 212 86 54 154 "Atf2"
"11387" "chr2" 73701586 73702442 73 129 122 136 38 127 "Chn1"
"11388" "chr2" 73701586 73702442 73 129 122 136 38 127 "Atf2"
"11389" "chr2" 74522053 74522453 299 348 338 188 259 174 "Evx2"
"11390" "chr2" 74522053 74522453 299 348 338 188 259 174 "Lnp"
"11391" "chr2" 74684721 74685121 57 69 89 151 251 116 "Hoxd11"
"11392" "chr2" 74684721 74685121 57 69 89 151 251 116 "Hoxd3os1"
"11393" "chr2" 75632806 75633206 53 57 50 138 191 194 "Nfe2l2"
"11394" "chr2" 75667430 75668000 746 726 841 1342 1321 854 "Hnrnpa3"
"11395" "chr2" 75667430 75668000 746 726 841 1342 1321 854 "Nfe2l2"
"11396" "chr2" 75676124 75676524 1217 901 1208 1452 833 640 "Ttc30b"
"11397" "chr2" 75676124 75676524 1217 901 1208 1452 833 640 "Nfe2l2"
"11398" "chr2" 75676756 75677156 417 376 416 612 329 239 "Ttc30b"
"11399" "chr2" 75676756 75677156 417 376 416 612 329 239 "Nfe2l2"
"11400" "chr2" 75679114 75679514 188 172 164 232 116 84 "Ttc30b"
"11401" "chr2" 75679114 75679514 188 172 164 232 116 84 "Nfe2l2"
"11402" "chr2" 75936674 75937074 13 11 12 13 0 6 "Ttc30a2"
"11403" "chr2" 75936674 75937074 13 11 12 13 0 6 "Ttc30b"
"11404" "chr2" 75937307 75937707 25 26 21 20 25 14 "Ttc30a2"
"11405" "chr2" 75937307 75937707 25 26 21 20 25 14 "Ttc30b"
"11406" "chr2" 75979693 75980743 82 87 112 158 100 69 "Ttc30a1"
"11407" "chr2" 75979693 75980743 82 87 112 158 100 69 "Pde11a"
"11408" "chr2" 75980773 75981173 65 44 74 121 88 40 "Ttc30a1"
"11409" "chr2" 75980773 75981173 65 44 74 121 88 40 "Pde11a"
"11410" "chr2" 76706718 76707118 490 553 474 484 487 432 "Ttn"
"11411" "chr2" 76706718 76707118 490 553 474 484 487 432 "Ccdc141"
"11412" "chr2" 76708821 76709221 231 244 251 378 308 231 "Ttn"
"11413" "chr2" 76708821 76709221 231 244 251 378 308 231 "Ccdc141"
"11414" "chr2" 76709717 76710117 240 251 210 265 277 186 "Ttn"
"11415" "chr2" 76709717 76710117 240 251 210 265 277 186 "Ccdc141"
"11416" "chr2" 76711243 76711755 975 961 932 1038 1063 706 "Ttn"
"11417" "chr2" 76711243 76711755 975 961 932 1038 1063 706 "Ccdc141"
"11418" "chr2" 76712956 76713628 630 631 620 649 506 508 "Ttn"
"11419" "chr2" 76712956 76713628 630 631 620 649 506 508 "Ccdc141"
"11420" "chr2" 76724797 76725457 939 1071 981 953 827 746 "Ttn"
"11421" "chr2" 76724797 76725457 939 1071 981 953 827 746 "Ccdc141"
"11422" "chr2" 76726250 76726650 886 942 878 955 872 658 "Ttn"
"11423" "chr2" 76726250 76726650 886 942 878 955 872 658 "Ccdc141"
"11424" "chr2" 76729587 76730277 1019 1067 1076 1017 1075 857 "Ttn"
"11425" "chr2" 76729587 76730277 1019 1067 1076 1017 1075 857 "Ccdc141"
"11426" "chr2" 76734497 76734897 161 220 189 136 117 148 "Ttn"
"11427" "chr2" 76734497 76734897 161 220 189 136 117 148 "Ccdc141"
"11428" "chr2" 76736989 76737914 763 954 831 813 965 637 "Ttn"
"11429" "chr2" 76736989 76737914 763 954 831 813 965 637 "Ccdc141"
"11430" "chr2" 76738706 76739778 722 980 908 799 855 671 "Ttn"
"11431" "chr2" 76738706 76739778 722 980 908 799 855 671 "Ccdc141"
"11432" "chr2" 76739780 76740180 171 201 158 152 180 181 "Ttn"
"11433" "chr2" 76739780 76740180 171 201 158 152 180 181 "Ccdc141"
"11434" "chr2" 76740211 76741000 776 863 782 846 1120 781 "Ttn"
"11435" "chr2" 76740211 76741000 776 863 782 846 1120 781 "Ccdc141"
"11436" "chr2" 76741373 76741890 367 380 416 392 408 270 "Ttn"
"11437" "chr2" 76741373 76741890 367 380 416 392 408 270 "Ccdc141"
"11438" "chr2" 76742120 76742689 641 724 682 580 752 643 "Ttn"
"11439" "chr2" 76742120 76742689 641 724 682 580 752 643 "Ccdc141"
"11440" "chr2" 76745869 76746530 370 386 305 331 416 349 "Ttn"
"11441" "chr2" 76745869 76746530 370 386 305 331 416 349 "Ccdc141"
"11442" "chr2" 76746533 76746933 601 668 614 706 750 572 "Ttn"
"11443" "chr2" 76746533 76746933 601 668 614 706 750 572 "Ccdc141"
"11444" "chr2" 76747141 76747626 1021 1152 1131 1057 811 765 "Ttn"
"11445" "chr2" 76747141 76747626 1021 1152 1131 1057 811 765 "Ccdc141"
"11446" "chr2" 76748432 76749168 322 337 342 304 339 314 "Ttn"
"11447" "chr2" 76748432 76749168 322 337 342 304 339 314 "Ccdc141"
"11448" "chr2" 76750024 76750424 955 980 1001 989 956 618 "Ttn"
"11449" "chr2" 76750024 76750424 955 980 1001 989 956 618 "Ccdc141"
"11450" "chr2" 76750504 76750904 235 243 212 208 190 162 "Ttn"
"11451" "chr2" 76750504 76750904 235 243 212 208 190 162 "Ccdc141"
"11452" "chr2" 76752019 76752419 363 343 325 296 379 310 "Ttn"
"11453" "chr2" 76752019 76752419 363 343 325 296 379 310 "Ccdc141"
"11454" "chr2" 76755523 76755923 239 235 205 224 226 160 "Ttn"
"11455" "chr2" 76755523 76755923 239 235 205 224 226 160 "Ccdc141"
"11456" "chr2" 76766455 76766855 720 837 878 1030 1014 672 "Ttn"
"11457" "chr2" 76766455 76766855 720 837 878 1030 1014 672 "Ccdc141"
"11458" "chr2" 76767209 76767844 592 734 719 702 768 563 "Ttn"
"11459" "chr2" 76767209 76767844 592 734 719 702 768 563 "Ccdc141"
"11460" "chr2" 77011208 77011608 37 48 41 17 4 2 "Ccdc141"
"11461" "chr2" 77011208 77011608 37 48 41 17 4 2 "Sestd1"
"11462" "chr2" 77014749 77015149 46 50 51 3 4 3 "Ccdc141"
"11463" "chr2" 77014749 77015149 46 50 51 3 4 3 "Sestd1"
"11464" "chr2" 77187008 77187408 82 71 82 93 44 46 "Sestd1"
"11465" "chr2" 77187008 77187408 82 71 82 93 44 46 "Zfp385b"
"11466" "chr2" 77290695 77291095 5 1 1 30 6 17 "Zfp385b"
"11467" "chr2" 77896078 77896478 904 854 905 2474 1767 972 "Cwc22"
"11468" "chr2" 77896078 77896478 904 854 905 2474 1767 972 "Cerkl"
"11469" "chr2" 77958290 77959004 11 9 23 29 21 7 "Cerkl"
"11470" "chr2" 78012774 78013174 8 4 6 13 7 4 "Cerkl"
"11471" "chr2" 78144606 78145578 14 19 31 28 6 36 "4930440I19Rik"
"11472" "chr2" 78144606 78145578 14 19 31 28 6 36 "Cerkl"
"11473" "chr2" 79454116 79454516 124 92 85 1276 857 620 "Neurod1"
"11474" "chr2" 79454116 79454516 124 92 85 1276 857 620 "Pde1a"
"11475" "chr2" 79454673 79455073 155 119 117 1724 1260 471 "Neurod1"
"11476" "chr2" 79454673 79455073 155 119 117 1724 1260 471 "Pde1a"
"11477" "chr2" 79468368 79469149 9 4 12 20 2 4 "Pde1a"
"11478" "chr2" 79469843 79470243 0 4 4 15 9 6 "Pde1a"
"11479" "chr2" 79472527 79472927 2 8 2 4 5 1 "Pde1a"
"11480" "chr2" 79644588 79645194 816 899 1025 1161 1280 873 "Ssfa2"
"11481" "chr2" 79644588 79645194 816 899 1025 1161 1280 873 "Pde1a"
"11482" "chr2" 79651198 79651598 13 9 8 4 12 4 "Ssfa2"
"11483" "chr2" 79651198 79651598 13 9 8 4 12 4 "Pde1a"
"11484" "chr2" 79657073 79658319 309 316 390 322 422 247 "Ssfa2"
"11485" "chr2" 79657073 79658319 309 316 390 322 422 247 "Pde1a"
"11486" "chr2" 79845390 79845790 2 2 1 0 0 7 "Frzb"
"11487" "chr2" 79845390 79845790 2 2 1 0 0 7 "Pde1a"
"11488" "chr2" 79936721 79937121 4 3 12 3 18 12 "Frzb"
"11489" "chr2" 79936721 79937121 4 3 12 3 18 12 "Pde1a"
"11490" "chr2" 79937176 79937662 23 33 49 26 44 22 "Frzb"
"11491" "chr2" 79937176 79937662 23 33 49 26 44 22 "Pde1a"
"11492" "chr2" 79943960 79944360 122 123 143 174 113 93 "Frzb"
"11493" "chr2" 79943960 79944360 122 123 143 174 113 93 "Pde1a"
"11494" "chr2" 80317288 80317688 162 145 171 129 163 141 "Dnajc10"
"11495" "chr2" 80317288 80317688 162 145 171 129 163 141 "Frzb"
"11496" "chr2" 80353223 80353623 102 97 112 74 96 78 "Dnajc10"
"11497" "chr2" 80353223 80353623 102 97 112 74 96 78 "Frzb"
"11498" "chr2" 83661950 83662350 64 80 75 165 104 29 "Zc3h15"
"11499" "chr2" 83663745 83664145 2202 1923 2123 4830 3322 1316 "Zc3h15"
"11500" "chr2" 83864896 83865645 5 2 3 10 15 33 "Fam171b"
"11501" "chr2" 83879499 83880289 155 180 202 509 540 357 "Fam171b"
"11502" "chr2" 84442289 84442689 334 416 470 778 962 741 "Tfpi"
"11503" "chr2" 84602328 84602728 759 647 786 1416 1147 517 "Ctnnd1"
"11504" "chr2" 84616439 84616839 170 130 175 215 237 180 "Ctnnd1"
"11505" "chr2" 84666861 84667659 181 161 165 108 91 81 "Btbd18"
"11506" "chr2" 84688841 84689241 184 202 224 414 449 288 "Zdhhc5"
"11507" "chr2" 84689762 84690162 553 586 613 601 546 539 "Zdhhc5"
"11508" "chr2" 84710877 84711656 1475 1606 1756 2172 2315 1682 "Zdhhc5"
"11509" "chr2" 84723339 84724156 178 148 137 650 417 245 "Clp1"
"11510" "chr2" 84725696 84726096 181 115 116 627 639 255 "Clp1"
"11511" "chr2" 84862965 84863571 421 372 457 456 564 412 "Slc43a1"
"11512" "chr2" 84937538 84937938 18 16 17 21 51 18 "Slc43a3"
"11513" "chr2" 84938094 84938494 11 6 15 14 12 7 "Slc43a3"
"11514" "chr2" 85045490 85045890 445 275 397 1669 985 592 "Ssrp1"
"11515" "chr2" 85052233 85052633 168 168 178 69 110 84 "Tnks1bp1"
"11516" "chr2" 85058715 85059115 651 588 845 497 468 304 "Tnks1bp1"
"11517" "chr2" 85062168 85062568 1045 1271 1407 1271 1283 663 "Tnks1bp1"
"11518" "chr2" 85063224 85063624 2466 2692 3085 2744 3595 1392 "Tnks1bp1"
"11519" "chr2" 87489578 87489978 10 8 3 33 32 28 "Pramel7"
"11520" "chr2" 87510448 87510848 4 11 4 45 11 37 "Pramel6"
"11521" "chr2" 90433480 90433880 420 416 397 561 711 410 "Ptprj"
"11522" "chr2" 90436199 90436599 231 271 237 270 322 254 "Ptprj"
"11523" "chr2" 90571688 90572088 64 57 60 203 304 82 "Ptprj"
"11524" "chr2" 91044010 91044410 21 6 14 28 24 12 "Rapsn"
"11525" "chr2" 91210900 91211300 418 383 535 410 493 475 "Acp2"
"11526" "chr2" 91220080 91220480 8 13 11 22 38 18 "Ddb2"
"11527" "chr2" 91340972 91341372 44 46 26 76 76 26 "1110051M20Rik"
"11528" "chr2" 91342369 91342769 13 24 28 18 46 7 "1110051M20Rik"
"11529" "chr2" 91393859 91394259 24 38 36 23 28 29 "1110051M20Rik"
"11530" "chr2" 91511631 91512031 56 47 62 61 69 51 "Lrp4"
"11531" "chr2" 91619947 91620347 340 301 351 465 306 214 "Ckap5"
"11532" "chr2" 91620358 91620758 274 226 301 327 261 175 "Ckap5"
"11533" "chr2" 91629708 91630108 10 21 15 12 15 6 "F2"
"11534" "chr2" 91644660 91645345 326 290 386 466 414 373 "Zfp408"
"11535" "chr2" 91645438 91646492 755 661 802 1346 1342 856 "Zfp408"
"11536" "chr2" 91649317 91649717 76 60 57 101 101 87 "Zfp408"
"11537" "chr2" 91675834 91676234 1186 1154 1255 1642 1335 873 "Atg13"
"11538" "chr2" 91712165 91712820 517 513 593 642 535 278 "Harbi1"
"11539" "chr2" 91720486 91720886 197 186 216 269 259 116 "Harbi1"
"11540" "chr2" 91772823 91773223 329 297 449 666 1043 432 "Ambra1"
"11541" "chr2" 91773418 91773818 280 298 336 472 514 420 "Ambra1"
"11542" "chr2" 91917638 91918038 662 491 665 1090 825 402 "Ambra1"
"11543" "chr2" 91918100 91918500 232 225 269 320 266 216 "Ambra1"
"11544" "chr2" 91928744 91929144 32 22 27 72 135 69 "Chrm4"
"11545" "chr2" 91932985 91933385 817 882 808 1691 1438 1026 "Mir6999"
"11546" "chr2" 92358922 92359322 696 649 918 341 202 147 "Phf21a"
"11547" "chr2" 92360222 92360622 3509 3425 4290 2470 2063 1438 "Phf21a"
"11548" "chr2" 92613898 92614298 14 20 12 46 93 23 "Chst1"
"11549" "chr2" 92975308 92975708 22 36 44 39 25 20 "Prdm11"
"11550" "chr2" 92976059 92976459 14 18 30 5 6 2 "Prdm11"
"11551" "chr2" 92986102 92986502 39 58 82 76 64 52 "Prdm11"
"11552" "chr2" 92989287 92989687 50 51 77 83 69 43 "Prdm11"
"11553" "chr2" 92994350 92994750 15 25 28 18 30 16 "Prdm11"
"11554" "chr2" 93695701 93696101 237 248 240 191 226 134 "Ext2"
"11555" "chr2" 93868849 93869249 36 34 46 118 114 42 "Accsl"
"11556" "chr2" 94106089 94106489 52 47 49 41 12 65 "Hsd17b12"
"11557" "chr2" 94315617 94316017 37 64 62 53 43 53 "Ttc17"
"11558" "chr2" 94321796 94322196 76 70 97 43 52 58 "Ttc17"
"11559" "chr2" 94411837 94412237 313 240 276 1217 753 385 "Api5"
"11560" "chr2" 96433742 96434142 1 0 2 5 4 10 "Lrrc4c"
"11561" "chr2" 96563993 96564660 3 2 6 26 2 3 "Lrrc4c"
"11562" "chr2" 96970226 96971983 31 43 63 57 18 36 "Lrrc4c"
"11563" "chr2" 97312947 97313347 56 56 82 108 50 64 "Lrrc4c"
"11564" "chr2" 97324408 97324808 8 3 5 7 1 0 "Lrrc4c"
"11565" "chr2" 101697156 101697556 790 730 940 1093 839 545 "Traf6"
"11566" "chr2" 101716747 101717371 66 62 86 250 218 102 "Prr5l"
"11567" "chr2" 101730174 101730574 9 8 11 11 17 4 "Prr5l"
"11568" "chr2" 101952612 101953012 188 146 181 229 232 228 "Ldlrad3"
"11569" "chr2" 102380767 102381167 399 279 314 388 376 283 "Trim44"
"11570" "chr2" 102400153 102400553 2087 1966 1880 3494 3514 1744 "Trim44"
"11571" "chr2" 102400739 102401139 43 39 38 78 128 43 "Trim44"
"11572" "chr2" 102449445 102449845 51 35 35 72 106 40 "Fjx1"
"11573" "chr2" 102450121 102450521 275 182 195 482 637 389 "Fjx1"
"11574" "chr2" 102782002 102782402 21 21 42 37 44 46 "Slc1a2"
"11575" "chr2" 103021771 103022171 168 146 113 199 149 112 "Pdhx"
"11576" "chr2" 103721186 103721586 595 520 589 965 626 576 "Nat10"
"11577" "chr2" 103721718 103722118 1016 808 1020 2171 1646 870 "Nat10"
"11578" "chr2" 104071475 104073240 121 164 227 119 100 83 "Cd59b"
"11579" "chr2" 104073806 104074206 22 27 37 23 15 26 "Cd59b"
"11580" "chr2" 104075864 104076264 39 39 49 33 52 22 "Cd59b"
"11581" "chr2" 104076597 104077322 30 45 54 19 8 22 "Cd59b"
"11582" "chr2" 104252523 104252923 18 17 19 15 19 11 "D430041D05Rik"
"11583" "chr2" 104256245 104257004 70 56 56 70 56 40 "D430041D05Rik"
"11584" "chr2" 104258424 104258824 28 34 30 26 32 26 "D430041D05Rik"
"11585" "chr2" 104429830 104430230 87 81 74 123 83 108 "Hipk3"
"11586" "chr2" 104470983 104471659 256 232 348 398 521 347 "Hipk3"
"11587" "chr2" 104568620 104569020 118 108 113 385 346 280 "Platr14"
"11588" "chr2" 104569040 104569440 314 276 370 572 594 336 "Platr14"
"11589" "chr2" 104570011 104571170 951 877 975 2396 1432 1200 "Platr14"
"11590" "chr2" 104600519 104600919 104 150 177 154 225 208 "Cstf3"
"11591" "chr2" 104601597 104601997 45 25 53 48 67 67 "Cstf3"
"11592" "chr2" 104664881 104665281 152 129 177 208 153 121 "Cstf3"
"11593" "chr2" 104766401 104766801 212 221 322 406 538 334 "Qser1"
"11594" "chr2" 104766836 104767435 170 177 247 343 173 321 "Qser1"
"11595" "chr2" 104768014 104768414 44 62 66 109 59 77 "Qser1"
"11596" "chr2" 104778059 104778459 57 41 60 115 110 92 "Qser1"
"11597" "chr2" 104779818 104780387 1033 987 1133 1745 1085 1229 "Qser1"
"11598" "chr2" 104786584 104787507 3584 4002 4761 8262 6986 6047 "Qser1"
"11599" "chr2" 104789773 104790173 206 196 227 480 289 315 "Qser1"
"11600" "chr2" 104832190 104832590 257 248 233 648 998 541 "Prrg4"
"11601" "chr2" 104920237 104920637 36 31 22 30 36 18 "Ccdc73"
"11602" "chr2" 104920718 104922999 154 158 234 176 88 179 "Ccdc73"
"11603" "chr2" 104924397 104924797 15 8 14 11 9 3 "Ccdc73"
"11604" "chr2" 104925761 104926161 25 14 17 27 26 19 "Ccdc73"
"11605" "chr2" 104954995 104955395 31 26 41 30 29 27 "Ccdc73"
"11606" "chr2" 104956842 104957242 50 49 92 74 74 42 "Ccdc73"
"11607" "chr2" 104991261 104991854 84 116 129 61 33 52 "Ccdc73"
"11608" "chr2" 105121974 105122374 6 13 3 28 29 20 "Wt1os"
"11609" "chr2" 105696239 105696820 76 34 49 264 197 104 "Pax6"
"11610" "chr2" 105768653 105769053 43 29 71 42 49 27 "Elp4"
"11611" "chr2" 105769089 105769489 68 92 111 78 63 24 "Elp4"
"11612" "chr2" 105845381 105845781 3 4 7 5 6 8 "Elp4"
"11613" "chr2" 105859620 105860297 10 14 11 46 13 18 "Elp4"
"11614" "chr2" 105860318 105860718 12 19 18 51 13 40 "Elp4"
"11615" "chr2" 105860719 105861119 8 1 6 24 12 4 "Elp4"
"11616" "chr2" 105861260 105862205 1 5 6 27 2 12 "Elp4"
"11617" "chr2" 105868176 105868576 26 37 52 32 19 58 "Elp4"
"11618" "chr2" 105868641 105869041 43 57 82 60 50 78 "Elp4"
